,Código pai,Código,Descrição,Unidade,Coeficiente,Preço,Total
3732,C3629,I6699,"PLACA EM CHAPA GALV. C/ESTRUT. INT. METALON, PINT.ESMALTE SINT. E IMPRESSÃO EM VINIL 02 FACES",M2,1,332.2,332.2
3733,C3629,I6700,"ABRAÇADEIRAS EM FERRO BARRA CHATA 1/4"" PINTURA EPOXI C/PARAFUSOS",UN,7,40.13,280.91
3734,C3628,C3628,"LUMINÁRIA DECORATIVA, CORPO EM ALUMÍNIO FUNDIDO P/ LÂMPADAS VAPOR DE SÓDIO 250W", UN,,,
3735,C3628,I0042,AJUDANTE DE ELETRICISTA,H,2,18.63,37.26
3736,C3628,I2312,ELETRICISTA,H,2,23.17,46.34
3737,C3628,I1479,LÂMPADA VAPOR DE SÓDIO 220W,UN,1,45.88,45.88
3738,C3628,I1781,REATOR AFP P/ LÂMP. V. MERCÚRIO  250 W,UN,1,84.51,84.51
3739,C3628,I6698,"LUMINARIA DECORATIVA, CORPO EM ALUMINIO FUNDIDO MOD.TPD-288 VP-40 FAB.TROPICO OU SUMILAR",UN,1,286.33,286.33
3740,C3623,C3623,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=5"", INCLUSIVE CONEXÕES ",,,
3741,C3623,I0042,AJUDANTE DE ELETRICISTA,H,1.4,18.63,26.081999999999997
3742,C3623,I2312,ELETRICISTA,H,1.4,23.17,32.437999999999995
3743,C3623,I6692,"DUTO FLEXIVEL EM PEAD - D=140mm (5""), C/CONEXÕES",M,1.1,25.53,28.083000000000002
3744,C3621,C3621,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=4"", INCLUSIVE CONEXÕES ",,,
3745,C3621,I0042,AJUDANTE DE ELETRICISTA,H,1.2,18.63,22.355999999999998
3746,C3621,I2312,ELETRICISTA,H,1.2,23.17,27.804
3747,C3621,I6690,"DUTO FLEXIVEL EM PEAD - D=110mm (4""), C/CONEXÕES",M,1.1,10.4,11.440000000000001
3748,C3620,C3620,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=3"", INCLUSIVE CONEXÕES ",,,
3749,C3620,I0042,AJUDANTE DE ELETRICISTA,H,1,18.63,18.63
3750,C3620,I2312,ELETRICISTA,H,1,23.17,23.17
3751,C3620,I6689,"DUTO FLEXIVEL EM PEAD - D=90mm (3""), C/CONEXÕES",M,1.1,7.46,8.206000000000001
3752,C0908,C0908,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 2.00m), M,,,
3753,C0057,C0057,-,-,9.07,395.6994800604319,3588.9942841481175
3754,C0216,C0216,-,-,86.007,14.469999999999999,1244.52129
3755,C0218,C0218,-,-,6.006,13.067,78.480402
3756,C1402,C1402,-,-,23.92,63.6731,1523.0605520000001
3757,C3270,C3270,-,-,1.716,372.8987524743419,639.8942592459707
3758,C3351,C3351,-,-,12,61.205,734.46
3759,C0909,C0909,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 1.00m), M,,,
3760,C0057,C0057,-,-,7.12,395.6994800604319,2817.3802980302753
3761,C0216,C0216,-,-,102.975,14.469999999999999,1490.0482499999998
3762,C0218,C0218,-,-,13.2,13.067,172.4844
3763,C1402,C1402,-,-,17.66,63.6731,1124.466946
3764,C3270,C3270,-,-,2.418,372.8987524743419,901.6691834829587
3765,C3351,C3351,-,-,7.5,61.205,459.0375
3766,C0904,C0904,CORPO DE BUEIRO TRIPLO CAPEADO  (1.50 X 1.00m), M,,,
3767,C0057,C0057,-,-,5.86,395.6994800604319,2318.798953154131
3768,C0216,C0216,-,-,38.46,14.469999999999999,556.5162
3769,C0218,C0218,-,-,4.719,13.067,61.663173
3770,C1402,C1402,-,-,14.3,63.6731,910.52533
3771,C3270,C3270,-,-,1.2,372.8987524743419,447.47850296921024
3772,C3351,C3351,-,-,4.5,61.205,275.4225
3773,C0905,C0905,CORPO DE BUEIRO TRIPLO CAPEADO  (1.50 X 1.50m), M,,,
3774,C0057,C0057,-,-,7.42,395.6994800604319,2936.0901420484047
3775,C0216,C0216,-,-,38.46,14.469999999999999,556.5162
3776,C0218,C0218,-,-,4.719,13.067,61.663173
3777,C1402,C1402,-,-,18.3,63.6731,1165.21773
3778,C3270,C3270,-,-,1.2,372.8987524743419,447.47850296921024
3779,C3351,C3351,-,-,6.75,61.205,413.13375
3780,C0906,C0906,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 1.00m), M,,,
3781,C0057,C0057,-,-,6.67,395.6994800604319,2639.3155320030805
3782,C0216,C0216,-,-,86.007,14.469999999999999,1244.52129
3783,C0218,C0218,-,-,6.006,13.067,78.480402
3784,C1402,C1402,-,-,15.92,63.6731,1013.675752
3785,C3270,C3270,-,-,1.716,372.8987524743419,639.8942592459707
3786,C3351,C3351,-,-,6,61.205,367.23
3787,C0907,C0907,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 1.50m), M,,,
3788,C0057,C0057,-,-,7.87,395.6994800604319,3114.154908075599
3789,C0216,C0216,-,-,86.007,14.469999999999999,1244.52129
3790,C0218,C0218,-,-,6.006,13.067,78.480402
3791,C1402,C1402,-,-,19.92,63.6731,1268.368152
3792,C3270,C3270,-,-,1.716,372.8987524743419,639.8942592459707
3793,C3351,C3351,-,-,9,61.205,550.845
3794,C3614,C3614,"ALVENARIA DE TIJOLO MACIÇO APARENTE (23x11x5)cm C/ARGAMASSA MISTA DE CAL HIDRATADA, ESP=11 cm", M2,,,
3795,C3614,I2391,PEDREIRO,H,1.6,23.17,37.072
3796,C3614,I2543,SERVENTE,H,1.6,17.14,27.424000000000003
3797,C3614,I6225,TIJOLO MACIÇO CERÂMICO APARENTE LAMINADO (23 X11X5)CM,UN,86.96,1.62,140.87519999999998
3798,C0192,C0192,-,-,0.025,509.68,12.742
3799,C0914,C0914,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 1.50m), M,,,
3800,C0057,C0057,-,-,10.15,395.6994800604319,4016.3497226133836
3801,C0216,C0216,-,-,148.947,14.469999999999999,2155.26309
3802,C1402,C1402,-,-,23.4,63.6731,1489.9505399999998
3803,C3270,C3270,-,-,3.24,372.8987524743419,1208.1919580168678
3804,C3351,C3351,-,-,13.5,61.205,826.2675
3805,C3613,C3613,ALVENARIA DE BLOCO DE CONCRETO TIPO STONE COLORIDO (14x19x49)cm C/ARGAMASSA MISTA DE CAL HIDRATADA E, M2,,,
3806,C3613,I2391,PEDREIRO,H,0.74,23.17,17.1458
3807,C3613,I2543,SERVENTE,H,0.89,17.14,15.2546
3808,C3613,I0109,AREIA MEDIA,M3,0.018,67.5,1.2149999999999999
3809,C3613,I0441,CAL HIDRATADA,KG,0.67,1.1,0.7370000000000001
3810,C3613,I0805,CIMENTO PORTLAND,KG,2.64,0.56,1.4784000000000002
3811,C3613,I6684,BLOCO DE CONCRETO COLORIDO (14X19X49)cm TIPO STONE,UN,11,6.11,67.21
3812,C0913,C0913,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 1.00m), M,,,
3813,C0057,C0057,-,-,7.57,395.6994800604319,2995.4450640574696
3814,C0216,C0216,-,-,148.947,14.469999999999999,2155.26309
3815,C1402,C1402,-,-,19.4,63.6731,1235.25814
3816,C3270,C3270,-,-,3.24,372.8987524743419,1208.1919580168678
3817,C3351,C3351,-,-,9,61.205,550.845
3818,C3616,C3616,SEGREGADOR DE TRÁFEGO TIPO JABOTI: FORNECIMENTO E APLICAÇÃO, UN,,,
3819,C3616,I0704,CAMINHÃO C/CARROCERIA DE MADEIRA HP  92 (CHP),H,0.035,95.77451333333333,3.352107966666667
3820,C3616,I2391,PEDREIRO,H,0.035,23.17,0.8109500000000001
3821,C3616,I2543,SERVENTE,H,0.165,17.14,2.8281
3822,C3616,I6685,SEGREGADOR DE TRAFEGO TIPO JABOTI  D=25cm  E  H=15cm,UN,1,104.24,104.24
3823,C0912,C0912,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 2.50m), M,,,
3824,C0057,C0057,-,-,12.04,395.6994800604319,4764.2217399276
3825,C0216,C0216,-,-,116.475,14.469999999999999,1685.3932499999999
3826,C1402,C1402,-,-,29.66,63.6731,1888.544146
3827,C3270,C3270,-,-,2.418,372.8987524743419,901.6691834829587
3828,C3351,C3351,-,-,18.75,61.205,1147.59375
3829,C0911,C0911,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 2.00m), M,,,
3830,C0057,C0057,-,-,10.64,395.6994800604319,4210.242467842995
3831,C0216,C0216,-,-,116.475,14.469999999999999,1685.3932499999999
3832,C1402,C1402,-,-,25.66,63.6731,1633.851746
3833,C3270,C3270,-,-,2.418,372.8987524743419,901.6691834829587
3834,C3351,C3351,-,-,15,61.205,918.075
3835,C3615,C3615,ALVENARIA DE TIJOLO MACIÇO APARENTE (23x11x5)cm C/ARGAMASSA MISTA DE CAL HIDRATADA ESP=22 cm, M2,,,
3836,C3615,I2391,PEDREIRO,H,2.4,23.17,55.608
3837,C3615,I2543,SERVENTE,H,2.4,17.14,41.135999999999996
3838,C3615,I6225,TIJOLO MACIÇO CERÂMICO APARENTE LAMINADO (23 X11X5)CM,UN,173.92,1.62,281.75039999999996
3839,C0192,C0192,-,-,0.038,509.68,19.36784
3840,C0910,C0910,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 1.50m), M,,,
3841,C0057,C0057,-,-,8.32,395.6994800604319,3292.2196741027933
3842,C0216,C0216,-,-,102.975,14.469999999999999,1490.0482499999998
3843,C0218,C0218,-,-,13.2,13.067,172.4844
3844,C1402,C1402,-,-,21.66,63.6731,1379.159346
3845,C3270,C3270,-,-,2.418,372.8987524743419,901.6691834829587
3846,C3351,C3351,-,-,11.25,61.205,688.55625
3847,C3618,C3618,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=1 1/2"", INCLUSIVE CONEXÕES ",,,
3848,C3618,I0042,AJUDANTE DE ELETRICISTA,H,0.6,18.63,11.177999999999999
3849,C3618,I2312,ELETRICISTA,H,0.6,23.17,13.902
3850,C3618,I6687,"DUTO FLEXIVEL EM PEAD - D=50mm (1 1/2""), C/CONEXÕES",M,1.1,3.71,4.081
3851,C3617,C3617,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=1 1/4"", INCLUSIVE CONEXÕES ",,,
3852,C3617,I0042,AJUDANTE DE ELETRICISTA,H,0.5,18.63,9.315
3853,C3617,I2312,ELETRICISTA,H,0.5,23.17,11.585
3854,C3617,I6686,"DUTO FLEXIVEL EM PEAD - D=40mm (1 1/4""), C/CONEXÕES",M,1.1,3.23,3.5530000000000004
3855,C3619,C3619,DUTOS FLEXÍVEIS EM PEAD (POLIETILENO DE ALTA DENSIDADE)," D=2"", INCLUSIVE CONEXÕES ",,,
3856,C3619,I0042,AJUDANTE DE ELETRICISTA,H,0.7,18.63,13.040999999999999
3857,C3619,I2312,ELETRICISTA,H,0.7,23.17,16.218999999999998
3858,C3619,I6688,"DUTO FLEXIVEL EM PEAD - D=63mm (2""), C/CONEXÕES",M,1.1,5.33,5.863
3859,C3610,C3610,"CONFECÇÃO E MONTAGEM DE VIGA CALHA PRÉ-MOLDADA DE CONCRETO P/TERMINAL RODOVIÁRIO  TIPO ""A""","MOLDADA DE CONCRETO P/TERMINAL RODOVIÁRIO  TIPO ""A"" ",,,
3860,C3610,I0585,CAMINHÃO DISTRIBUIDOR DE LIGANTE (CHI),H,0.25,80.61831124,20.15457781
3861,C3610,I0682,BETONEIRA ELÉTRICA 580L (CHP),H,0.05,24.420759936,1.2210379968
3862,C3610,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.25,129.14623602666666,32.286559006666664
3863,C3610,I1858,SERRALHEIRO,H,2.56,23.17,59.315200000000004
3864,C3610,I1879,SOLDADOR,H,1.6,23.83,38.128
3865,C3610,I2391,PEDREIRO,H,1.3,23.17,30.121000000000002
3866,C3610,I2543,SERVENTE,H,5.46,17.14,93.5844
3867,C3610,I0102,ARAME GALVANIZADO N.18 BWG,KG,0.43,22.48,9.6664
3868,C3610,I0108,AREIA GROSSA,M3,0.09,74.72,6.7248
3869,C3610,I0163,AÇO CA-50,KG,21.34,9.5,202.73
3870,C3610,I0280,BRITA,M3,0.09,76.19,6.8571
3871,C3610,I0471,"CANTONEIRA METÁLICA DE 4"" X 4"" X 3/8"" (14,60KG/M)
",KG,11,8.48,93.28
3872,C3610,I0534,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",KG,30,7.06,211.8
3873,C3610,I0799,CIMENTO BRANCO,KG,4,3.28,13.12
3874,C3610,I0805,CIMENTO PORTLAND,KG,42,0.56,23.52
3875,C3610,I1872,SOLDA 50X50,KG,0.5,82.73,41.365
3876,C3610,I2099,TINTA PRIMARIA,L,1.6,7.83,12.528
3877,C3612,C3612,ALVENARIA DE BLOCO DE CONCRETO TIPO STONE CINZA (14x19x49)cm C/ARGAMASSA MISTA DE CAL HIDRATADA ESP=, M2,,,
3878,C3612,I2391,PEDREIRO,H,0.74,23.17,17.1458
3879,C3612,I2543,SERVENTE,H,0.89,17.14,15.2546
3880,C3612,I0109,AREIA MEDIA,M3,0.018,67.5,1.2149999999999999
3881,C3612,I0441,CAL HIDRATADA,KG,0.67,1.1,0.7370000000000001
3882,C3612,I0805,CIMENTO PORTLAND,KG,2.64,0.56,1.4784000000000002
3883,C3612,I6683,BLOCO DE CONCRETO CINZA (14X19X49)cm TIPO STONE,UN,11,4.2,46.2
3884,C3611,C3611,"BANCO DE MADEIRA C/ASSENTO FIXADO EM CONCRETO E ENCOSTO FIXADO EM TUBO DE AÇO GALVANIZADO 3"" (MÓDULO DE 2,60m)", UN,,,
3885,C3611,I0046,AJUDANTE DE SERRALHEIRO,H,1,18.63,18.63
3886,C3611,I0498,CARPINTEIRO,H,1,23.17,23.17
3887,C3611,I1858,SERRALHEIRO,H,2,23.17,46.34
3888,C3611,I0532,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",M2,0.06,268.28,16.096799999999998
3889,C3611,I0794,"CHUMBADOR TIPO PARABOULT 3/8 X 3 1/2""",UN,8,3.37,26.96
3890,C3611,I1584,PARAFUSO PARA MADEIRA CABEÇA CHATA 3.8 X 30MM,UN,4,0.06,0.24
3891,C3611,I1589,PARAFUSO PARA MADEIRA COM CABEÇA REDONDA 5X38,UN,16,0.2,3.2
3892,C3611,I2173,TUBO AÇO GALVANIZADO DE 80MM (3'),M,1.85,118.61,219.4285
3893,C3611,I6681,"PRANCHA DE MADEIRA MAÇARANDUBA (2,15X0,25X0,05)m",UN,1,143.08,143.08
3894,C3611,I6682,"PRANCHA DE MADEIRA MAÇARANDUBA (2,15X0,20X0,05)m",UN,2,112.5,225
3895,C0836,C0836,-,-,0.22,420.699302,92.55384644
3896,C1256,C1256,-,-,0.05,50.220200000000006,2.51101
3897,C1279,C1279,-,-,0.23,41.170700000000004,9.469261000000001
3898,C1399,C1399,-,-,0.93,101.6641,94.54761300000001
3899,C1603,C1603,-,-,0.22,252.97,55.6534
3900,C2667,C2667,-,-,3.5,23.270300000000002,81.44605
3901,C0919,C0919,CORPO DE BUEIRO SIMPLES TUBULAR  D= 80cm, M,,,
3902,C0919,I2391,PEDREIRO,H,0.1,23.17,2.317
3903,C0919,I2543,SERVENTE,H,0.4,17.14,6.856000000000001
3904,C0919,I2187,"TUBO CONCRETO ARMADO, CLASSE PA-1, DN= 800MM (NBR 8890:2018)",M,1,195.5,195.5
3905,C0057,C0057,-,-,0.386,395.6994800604319,152.73999930332673
3906,C1402,C1402,-,-,0.9,63.6731,57.30579
3907,C3324,C3324,-,-,0.03,385.15801131272195,11.554740339381658
3908,C0917,C0917,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 3.00m), M,,,
3909,C0057,C0057,-,-,14.65,395.6994800604319,5796.997382885327
3910,C0216,C0216,-,-,148.947,14.469999999999999,2155.26309
3911,C1402,C1402,-,-,35.4,63.6731,2254.02774
3912,C3270,C3270,-,-,3.24,372.8987524743419,1208.1919580168678
3913,C3351,C3351,-,-,27,61.205,1652.535
3914,C0918,C0918,CORPO DE BUEIRO TRIPLO TUBULAR  D= 100cm, M,,,
3915,C0918,I2391,PEDREIRO,H,0.3,23.17,6.951
3916,C0918,I2543,SERVENTE,H,1.5,17.14,25.71
3917,C0918,I2183,"TUBO CONCRETO ARMADO, CLASSE PA-1, DN=1000MM (NBR 8890:2018)",M,3,229.07,687.21
3918,C0057,C0057,-,-,1.711,395.6994800604319,677.041810383399
3919,C1402,C1402,-,-,1.12,63.6731,71.313872
3920,C3324,C3324,-,-,0.12,385.15801131272195,46.21896135752663
3921,C0915,C0915,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 2.00m), M,,,
3922,C0057,C0057,-,-,11.65,395.6994800604319,4609.8989427040315
3923,C0216,C0216,-,-,148.947,14.469999999999999,2155.26309
3924,C1402,C1402,-,-,27.4,63.6731,1744.64294
3925,C3270,C3270,-,-,3.24,372.8987524743419,1208.1919580168678
3926,C3351,C3351,-,-,18,61.205,1101.69
3927,C0916,C0916,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 2.50m), M,,,
3928,C0057,C0057,-,-,13.15,395.6994800604319,5203.44816279468
3929,C0216,C0216,-,-,148.947,14.469999999999999,2155.26309
3930,C1402,C1402,-,-,31.4,63.6731,1999.3353399999999
3931,C3270,C3270,-,-,3.24,372.8987524743419,1208.1919580168678
3932,C3351,C3351,-,-,22.5,61.205,1377.1125
3933,C0921,C0921,CORPO DE BUEIRO DUPLO CAPEADO   (2.50 X 2.50m), M,,,
3934,C0057,C0057,-,-,8.83,395.6994800604319,3494.0264089336138
3935,C0216,C0216,-,-,77.65,14.469999999999999,1123.5955000000001
3936,C1402,C1402,-,-,21.64,63.6731,1377.885884
3937,C3270,C3270,-,-,1.612,372.8987524743419,601.1127889886392
3938,C3351,C3351,-,-,12.5,61.205,765.0625
3939,C0920,C0920,CORPO DE BUEIRO SIMPLES TUBULAR  D=100cm, M,,,
3940,C0920,I2391,PEDREIRO,H,0.125,23.17,2.89625
3941,C0920,I2543,SERVENTE,H,0.5,17.14,8.57
3942,C0920,I2183,"TUBO CONCRETO ARMADO, CLASSE PA-1, DN=1000MM (NBR 8890:2018)",M,1,229.07,229.07
3943,C0057,C0057,-,-,0.57,395.6994800604319,225.54870363444616
3944,C1402,C1402,-,-,1.12,63.6731,71.313872
3945,C3324,C3324,-,-,0.04,385.15801131272195,15.406320452508877
3946,C0923,C0923,CORRIMÃO EM MADEIRA MACIÇA ( PINTADA ), M,,,
3947,C0923,I0041,AJUDANTE DE CARPINTEIRO,H,0.85,18.63,15.8355
3948,C0923,I0498,CARPINTEIRO,H,0.85,23.17,19.694499999999998
3949,C0923,I1100,ESMALTE SINTETICO,L,0.1,24.99,2.499
3950,C0923,I1199,FUNDO BRANCO FOSCO NIVELADOR P/ MADEIRAS,L,0.075,12.68,0.951
3951,C0923,I1498,MADEIRA TRABALHADA P/ CORRIMÃO,M,1.02,28.9,29.478
3952,C0923,I1565,PARAFUSO GALVANIZADO 5/16''X50 C/BUCHA S 10 PUMEX,UN,8,0.72,5.76
3953,C3649,C3649,VISOR COM VIDRO TEMPERADO E=6MM E MOLDURA DE AÇO INOX, M2,,,
3954,C3649,I0037,AJUDANTE,H,1.5,18.63,27.945
3955,C3649,I1530,MONTADOR,H,2.5,23.17,57.925
3956,C3649,I0113,ARGAMASSA COLANTE PRE-MISTURADA,KG,3.1,1.22,3.782
3957,C3649,I0521,"CHAPA AÇO INOX, ESCOVADO CHAPA 20 (1,0MM - 8,24KG/M2)
",M2,0.25,477.44,119.36
3958,C3649,I1515,MASSA IGAS PARA CAIXILHO DE ALUMINIO,KG,1.5,8.41,12.615
3959,C3649,I2259,VIDRO TEMPERADO  6MM INCOLOR SEM COLOCAÇÃO,M2,0.9,235.46,211.91400000000002
3960,C3648,C3648,"RESERVATÓRIO PRÉ MOLDADO ELEVADO CILÍNDRICO D=2,0M, CAP.=12,0M3, H=9,0M COMPLETO E CISTERNA CAP.=4,5 M3", UN,,,
3961,C3648,I6721,"RESERVATÓRIO PRE MOLDADO ELEVADO CILINDRICO D=2,0M, CAP.=12,0M3, H=9,0M COMPLETO E CISTERNA CAP.=4,5M3",UN,1,23615.55,23615.55
3962,C2784,C2784,-,-,5,45.421,227.105
3963,C0922,C0922,CORRIMÃO EM ALUMÍNIO ANODIZADO, M,,,
3964,C0922,I2391,PEDREIRO,H,0.35,23.17,8.109499999999999
3965,C0922,I2543,SERVENTE,H,0.35,17.14,5.999
3966,C0922,I0109,AREIA MEDIA,M3,0.0015,67.5,0.10125
3967,C0922,I0805,CIMENTO PORTLAND,KG,0.35,0.56,0.19599999999999998
3968,C0922,I1216,GANCHO DE ALUMINIO,UN,4,4.3,17.2
3969,C0922,I1623,PERFIL DE ALUMINIO ANODIZADO FOSCO (DIVISORIA),KG,1.75,28.81,50.4175
3970,C0925,C0925,"CORRIMÃO EM TUBO GALVANIZADO DE 2"" (FORNECIMENTO E MONTAGEM)", M,,,
3971,C0925,I0864,"CORRIMÃO EM TUBO GALVANIZADO 2"" (FORNECIMENTO E MONTAGEM)",M,1,112.67,112.67
3972,C3647,C3647,"GANGORRA C/ 02 PRANCHAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
3973,C3647,I6720,"GANGORRA C/02 PRANCHAS, CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,804.83,804.83
3974,C0838,C0838,-,-,0.12,386.376572594304,46.36518871131648
3975,C1604,C1604,-,-,0.12,149.18,17.9016
3976,C2784,C2784,-,-,0.12,45.421,5.45052
3977,C0924,C0924,CORRIMÃO EM TUBO DE AÇO INOX, M,,,
3978,C0924,I2391,PEDREIRO,H,0.55,23.17,12.743500000000001
3979,C0924,I2543,SERVENTE,H,0.55,17.14,9.427000000000001
3980,C0924,I0109,AREIA MEDIA,M3,0.003,67.5,0.2025
3981,C0924,I0805,CIMENTO PORTLAND,KG,0.75,0.56,0.42
3982,C0924,I1646,PEÇAS DE APOIO DEFICIENTE C/TUBO INOX EM WC'S,M,1.1,194.04,213.44400000000002
3983,C3646,C3646,"GAIOLA LABIRINTO, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
3984,C3646,I6719,"GAIOLA ESCORREGADOR PEQUENO,  CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,648.53,648.53
3985,C0838,C0838,-,-,0.24,386.376572594304,92.73037742263296
3986,C1604,C1604,-,-,0.24,149.18,35.8032
3987,C2784,C2784,-,-,0.24,45.421,10.90104
3988,C3645,C3645,"ESCORREGADOR PEQUENO, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
3989,C3645,I6718,"ESCORREGADOR PEQUENO,  CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,573.02,573.02
3990,C0838,C0838,-,-,0.12,386.376572594304,46.36518871131648
3991,C1604,C1604,-,-,0.12,149.18,17.9016
3992,C2784,C2784,-,-,0.12,45.421,5.45052
3993,C3643,C3643,"CARROSSEL TIPO OLA, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
3994,C3643,I6716,"CARROSSEL TIPO OLA, CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,905.15,905.15
3995,C0838,C0838,-,-,0.12,386.376572594304,46.36518871131648
3996,C1604,C1604,-,-,0.12,149.18,17.9016
3997,C2784,C2784,-,-,0.12,45.421,5.45052
3998,C3642,C3642,"CARROSSEL ESPECIAL C/ 04 CADEIRAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
3999,C3642,I6715,"CARROSSEL ESPECIAL C/04 CADEIRAS, CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,702.58,702.58
4000,C0838,C0838,-,-,0.12,386.376572594304,46.36518871131648
4001,C1604,C1604,-,-,0.12,149.18,17.9016
4002,C2784,C2784,-,-,0.12,45.421,5.45052
4003,C3641,C3641,"BALANÇO ANDORINHA C/02 CADEIRAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO", UN,,,
4004,C3641,I6714,"BALANÇO ANDORINHA C/02 CADEIRAS, CONFEC. EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,1,486.4,486.4
4005,C0838,C0838,-,-,0.12,386.376572594304,46.36518871131648
4006,C1604,C1604,-,-,0.12,149.18,17.9016
4007,C2784,C2784,-,-,0.12,45.421,5.45052
4008,C0926,C0926,CARROSSEL DE RODA, UN,,,
4009,C0926,I0496,CARROSSEL TIPO OLA,UN,1,905.15,905.15
4010,C0927,C0927,CORTE DE CAPOEIRA FINA A FOICE, M2,,,
4011,C0927,I2543,SERVENTE,H,0.0774,17.14,1.326636
4012,C0928,C0928,CORTE E ATERRO COMPENSADO S/CONTROLE DO GRAU DE COMPACTAÇÃO, M3,,,
4013,C0928,I0779,TRATOR DE ESTEIRAS C/LÂMINA E ESC. HP 155 (CHP),H,0.03,242.4360826764706,7.273082480294118
4014,C0928,I2543,SERVENTE,H,0.03,17.14,0.5142
4015,C0929,C0929,CORTE EM CONCRETO DETERIORADO, M2,,,
4016,C0929,I2543,SERVENTE,H,2,17.14,34.28
4017,C0932,C0932,CORTE OU RELIGAÇÃO DE ÁGUA NO FERRULE(PAV. EM P.TOSCA), UN,,,
4018,C0932,I0700,CAMINHONETE SAVEIRO (CHP),H,0.25,77.17543861666667,19.293859654166667
4019,C0932,I2320,ENCANADOR,H,0.5,22.72,11.36
4020,C0932,I2543,SERVENTE,H,0.5,17.14,8.57
4021,C0931,C0931,CORTE OU RELIGAÇÃO DE ÁGUA NO FERRULE(PAV. EM ASFALTO), UN,,,
4022,C0931,I0700,CAMINHONETE SAVEIRO (CHP),H,0.35,77.17543861666667,27.011403515833333
4023,C0931,I2320,ENCANADOR,H,0.7,22.72,15.903999999999998
4024,C0931,I2543,SERVENTE,H,0.7,17.14,11.998
4025,C0930,C0930,CORTE MANUAL EM TERRA, M3,,,
4026,C0930,I0500,CAVOUQUEIRO,H,1.5,17.14,25.71
4027,C0930,I2543,SERVENTE,H,1.5,17.14,25.71
4028,C0936,C0936,"CORTE PERFIL METÁLICO DUPLO I DE 10""X4""X5/8"" P/EMPREITADA", UN,,,
4029,C0936,I0865,"CORTE DE PERFIL DUPLO I DE 10"" X 4""X 5/8""",UN,1,58.75,58.75
4030,C3636,C3636,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=1,00m", M,,,
4031,C3636,I2391,PEDREIRO,H,0.24,23.17,5.5607999999999995
4032,C3636,I2543,SERVENTE,H,0.48,17.14,8.2272
4033,C3636,I6712,"TUBO DE PVC HELICOIDAL ""RIB LOC"" D=1,00m, INCLUSIVE ADESIVO E JUNTAS",M,1,762.21,762.21
4034,C3635,C3635,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,90m", M,,,
4035,C3635,I2391,PEDREIRO,H,0.203,23.17,4.7035100000000005
4036,C3635,I2543,SERVENTE,H,0.369,17.14,6.32466
4037,C3635,I6711,"TUBO DE PVC HELICOIDAL ""RIB LOC"" D=0,90m, INCLUSIVE ADESIVO E JUNTAS",M,1,531.55,531.55
4038,C0934,C0934,"CORTE OU RELIGAÇÃO DE ÁGUA NO MEIO FIO ATE 1""(INTERIOR)", UN,,,
