Código,Descrição,Unidade,Preço unitário
C0987,CUMEEIRA ARTICULADA DE FIBROCIMENTO P/TELHA MODULADA,M,65.37
C0988,CUMEEIRA ARTICULADA DE FIBROCIMENTO P/TELHA VOGATEX,M,44.84
C0989,"CUMEEIRA CERÂMICA DA TELHA CANAL ""TIMOM""",M,27.32
C0990,"CUMEEIRA CERÂMICA DA TELHA RETANGULAR ""TIMOM""",M,28.25
C0993,CUMEEIRA DE ALUMÍNIO E=0.8mm,M,56.29
C0994,CUMEEIRA DE CONCRETO COLORIDA INCLUSIVE EMBOÇAMENTO,M,83.48
C0995,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA CANALETE 49,M,124.57
C0996,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA CANALETE 90,M,135.36
C0997,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA KALHETA DELTA,M,100.77
C0998,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA KALHETÃO,M,131.98
C0999,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA MAXIPLAC,M,75.73
C1000,CUMEEIRA NORMAL DE FIBROCIMENTO P/TELHA ONDULADA,M,35.07
C1001,CUMEEIRA NORMAL PARA TELHA DE MADEIRA,M,19.82
C4463,"CUMEEIRA TELHA CERÂMICA, EMBOÇADA",M,28.58
C1002,CUMEEIRA TERMOACÚSTICA,M,61.87
C1003,CUMEEIRA TIPO ONDULINE EM ESTRUTURA DE MADEIRA,M,43.06
C1004,CUMEEIRA TIPO ONDULINE EM ESTRUTURA METÁLICA,M,56.66
C1005,CUMEEIRA TIPO SHED OU RUFO DE FIBROCIMENTO P/TELHA ONDULADA,M,50.36
C1006,CUMEEIRA UNIVERSAL DE FIBROCIMENTO P/TELHA ONDULADA,M,42.41
C3858,DESMONTAGEM DE TELHAMENTO EM ESTRUTURAS METÁLICAS,M2,9.67
C4464,EMBOÇAMENTO DA ÚLTIMA FIADA TELHA CERÂMICA,M,13.14
C1363,FECHAMENTO LATERAL C/TELHA DE FIBROCIMENTO ONDULADA E=6mm,M2,44.38
C1380,FIXAÇÃO DE TELHAS CANALETE 90-(LINHA DE FIXAÇÃO),UN,202.4
C1381,FIXAÇÃO DE TELHAS KALHETÃO (LINHA DE FIXAÇÃO),UN,123.29
C3859,MONTAGEM DE TELHAMENTO EM ESTRUTURAS METÁLICAS,M2,12.09
C2199,RETELHAMENTO C/ OUTROS TIPOS DE TELHA MAT. FIXAÇÃO,M2,47.4
C2200,RETELHAMENTO C/ TELHA CERÂMICA  ATE 20% NOVA,M2,48.6
C2201,RETELHAMENTO C/ TELHA CERÂMICA COM 50% NOVA,M2,54.99
C2203,RETELHAMENTO C/ TELHA FIBROCIMENTO MAT. DE FIXAÇÃO,M2,39.04
C2303,TAMPÃO DE FIBROCIMENTO P/TELHA KALHETA DELTA,M,52.87
C2304,TAMPÃO DE FIBROCIMENTO P/TELHA KALHETÃO,M,32.97
C2305,TAMPÃO E RUFO DE FIBROCIMENTO,M,89.61
C4462,TELHA CERÂMICA,M2,67.77
C2429,"TELHA CERÂMICA TIPO CANAL C/ ESBARRO ""TIMON""",M2,101
C2430,"TELHA CERÂMICA TIPO RETANGULAR C/ ESBARRO ""TIMOM""",M2,110.3
C2431,TELHA DE AÇO ZINCADA PRÉ-PINTADA INCLINAÇÃO 1%.VAO 10.5m,M2,104.92
C2432,TELHA DE AÇO ZINCADA PRÉ-PINTADA INCLINAÇÃO 2.75% VÃO 16m,M2,104.92
C2433,TELHA DE AÇO ZINCADA PRÉ-PINTADA INCLINAÇÃO 3%.VÃO 22m,M2,169.64
C2434,TELHA DE AÇO ZINCADA PRÉ-PINTADA INCLINAÇÃO 3%.VÃO 24m,M2,185.11
C2435,TELHA DE AÇO ZINCADA PRÉ-PINTADA INCLINAÇÃO 3%.VÃO 26m,M2,213.52
C2425,"TELHA DE ALUMÍNIO C/ MIOLO POLIURETANO, TRAPEZOIDAL + LISA",M2,127.49
C2426,"TELHA DE ALUMÍNIO C/MIOLO POLIURETANO, TRAPEZOIDAL+TRAPEZOIDAL",M2,127.49
C4827,"TELHA DE ALUMÍNIO ONDULADA, ESP.=0,7MM",M2,62.37
C4554,"TELHA DE ALUMÍNIO, TRAPEZOIDAL e = 0,7mm",M2,55.27
C2436,TELHA DE CONCRETO COLORIDA INCLINAÇÃO ACIMA DE 30%,M2,49.32
C2437,TELHA DE FIBROCIMENTO CANALETE 49 INCLINAÇÃO 3%,M2,110.08
C2438,TELHA DE FIBROCIMENTO CANALETE 90 INCLINAÇÃO 3%,M2,139.84
C2439,TELHA DE FIBROCIMENTO CANALETE 90 INCLINAÇÃO 9%,M2,142.01
C2440,TELHA DE FIBROCIMENTO KALHETA DELTA INCLINAÇÃO 3%,M2,132.12
C2441,TELHA DE FIBROCIMENTO KALHETÃO INCLINAÇÃO 3%,M2,119.87
C2442,TELHA DE FIBROCIMENTO KALHETÃO INCLINAÇÃO 9%,M2,120.93
C2443,TELHA DE FIBROCIMENTO MAXIPLAC E=6mm INCLINAÇÃO 27%,M2,26.97
C2444,"TELHA DE FIBROCIMENTO MODULADA, INCLINAÇÃO 18%",M2,144.83
C2446,TELHA DE FIBROCIMENTO ONDULADA E=6mm EM ARCO,M2,46.25
C2445,"TELHA DE FIBROCIMENTO ONDULADA E=6mm , INCLINAÇÃO 27%",M2,43.47
C3745,"TELHA DE FIBROCIMENTO ONDULADA E= 8mm, INCLINAÇÃO 27%",M2,55.74
C2447,"TELHA DE FIBROCIMENTO VOGATEX, INCLINAÇÃO 27%",M2,16.74
C2448,TELHA DE MADEIRA COMPENSADA ONDULADA E=6mm,M2,21.51
C2449,TELHA DE POLIESTER REFORÇADO,M2,33.81
C2450,TELHA TERMOACÚSTICA TRAPEZOIDAL INCLINAÇÃO 17.6%,M2,130.83
C2451,TELHA TIPO ONDULINE EM ESTRUTURA DE MADEIRA,M2,41.13
C2452,TELHA TIPO ONDULINE EM ESTRUTURA METÁLICA,M2,68.33
C2453,TELHA TRANSPARENTE ONDULADA,M2,61.2
C0800,"COBERTURA C/TELHA ESTRUTURAL DE FIBRO-CIMENTO, CANALETE 49 C/ APOIOS",M2,146.61
C0801,"COBERTURA C/TELHA ESTRUTURAL DE FIBRO-CIMENTO, CANALETE 90 C/ APOIOS",M2,161.54
C0802,COBERTURA C/TELHA ONDULADA DE FIBRO-CIMENTO E= 6mm ( C/MADEIRAMENTO ),M2,125.78
C4465,"COBERTURA TELHA CERÂMICA - (RIPA, CAIBRO)",M2,123.37
C4466,"COBERTURA TELHA CERÂMICA (RIPA, CAIBRO, LINHA)",M2,160.33
C4370,ABÓBADA DE POLICARBONATO TRANSPARENTE (FORN./MONTAGEM),M2,629.42
C0769,CHAPA POLICARBONATO  ALVEOLAR CRISTAL ESP.= 6mm,M2,126.85
C0770,CHAPA POLICARBONATO COMPACTO CRISTAL ESP.= 6mm,M2,434.26
C0771,CHAPA POLICARBONATO FUMÊ ESP.= 4mm,M2,83.79
C1147,DOMO INDIVIDUAL DE ACRÍLICO,M2,531.51
C1148,DOMO INDIVIDUAL DE FIBRA DE VIDRO,M2,422.27
C1149,DOMO MODULAR DE ACRÍLICO,M2,573.35
C1150,DOMO MODULAR DE FIBRA DE VIDRO,M2,636.54
C3448,BEIRAL DE MADEIRA (1X10)cm,M,29.22
C0388,"BEIRAL DE MADEIRA DE (2 X 8)cm, INCLUSIVE PINTURA",M,29.68
C0657,CALHA DE ALUMÍNIO DESENVOLVIMENTO DE 25cm,M,60.53
C0658,CALHA DE CHAPA COBRE 26 DESENVOLVIMENTO 33cm,M,132.4
C0659,CALHA DE CHAPA COBRE 26 DESENVOLVIMENTO 50cm,M,158.4
C0660,CALHA DE CHAPA GALVANIZADA 26 DESENVOLVIMENTO 33cm,M,60.75
C0661,CALHA DE CHAPA GALVANIZADA 26 DESENVOLVIMENTO 50cm,M,78.05
C0662,CALHA DE FIBERGLASS ESP.= 2mm  DESENVOLVIMENTO 30cm,M,38.34
C4910,"CALHA EM CHAPA DE ALUMÍNIO LISA 22, ESP.=0,71MM, INCLUSO TRANSPORTE VERTICAL",M2,151.87
C3684,COBERTA EM PALHA DE CARNAÚBA,M2,33.84
C3746,"ESTACIONAMENTO COBERTO C/ TELHA DE FIBROCIMENTO - VAGA (4,50x2,75)",M2,148.89
C1631,"LONA PLÁSTICA PRETA, P/SERVIÇOS EM COBERTAS",M2,9.88
C2248,RUFO DE CHAPA COBRE 26 DESENVOLVIMENTO 33cm,M,103.68
C2249,RUFO DE CHAPA GALVANIZADA 26 DESENVOLVIMENTO 33cm,M,36.16
C2250,RUFO DE FIBROCIMENTO,M,86.07
C2251,RUFO DE FIBROCIMENTO C/ VEDAÇÃO ELÁSTICA,M,108.24
C2252,RUFO DE FIBROCIMENTO P/TELHA MAXIPLAC,M,64.9
C2253,RUFO DE FIBROCIMENTO P/TELHA ONDULADA,M,50.36
C3652,RUFO/ALGEIROZ EM CONCRETO PRÉ-MOLDADO L=30CM,M,149.92
C4911,"RUFO EM CHAPA DE ALUMÍNIO LISA 22, ESP.=0,71MM, INCLUSO TRANSPORTE VERTICAL",M2,137.75
C2479,TOLDO COM ESTRUTURA METÁLICA,M2,249.04
C1462,"IMPERMEABILIZAÇÃO DE ALVENARIA DE EMBASAMENTO NO RESPALDO C/ARGAMASSA CIMENTO E AREIA S/ PENEIRAMENTO, TRAÇO 1:3, ESP.=2cm C/ ADITIVO IMPERMABILIZANTE",M2,42.94
C1466,IMPERMEABILIZAÇÃO HORIZONTAL DE ALICERCES C/MANTA BUTÍLICA EM PAREDES DE 1 ½  TIJOLO,M,37.12
C1424,GEOTEXTIL COMO CAMADA  DE DESLIZAMENTO / SEPARAÇÃO OU COMO CAMADA DE BERÇO E/OU AMORTECIMENTO,M2,7.85
C1465,IMPERMEABILIZAÇÃO DE ÁREAS SUJEITAS A INFILTRAÇÃO POR LENÇOL FREÁTICO,M2,44.77
C1472,IMPERMEABILIZAÇÃO P/ REBAIXO BANHEIRO E COZINHA C/TINTA ASFÁLTICA,M2,15.96
C2057,PROTEÇÃO DE SUPERFÍCIES IMPERMEABILIZADAS,M2,35.74
C1458,IMPERMEABILIZAÇÃO C/ IMPERMEABILIZANTE ESTRUTURAL E APLICAÇÃO DE MEMBRANA DE BASE ACRÍLICA,M2,57.16
C1463,"IMPERMEABILIZAÇÃO DE CALHA, VIGA-CALHA, JARDINEIRA C/MANTA ASFÁLTICA .AUTO-ADESIVA",M2,32.76
C1470,"IMPERMEABILIZAÇÃO JARDINEIRAS C/ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAMENTO, TRAÇO 1:3 - ESP.= 3cm",M2,49.3
C1476,IMPERMEABILIZAÇÃO À BASE DE ELASTÔMEROS  SINTÉTICOS CALANDRADOS E PRÉ-VULCANIZADOS C/ MANTA BUTÍLICA,M2,133.17
C1173,"IMPERMEABILIZAÇÃO À BASE DE ELASTÔMEROS SINTÉTICOS ""NEOPRENE + HYPALON""",M2,188.51
C1232,IMPERMEABILIZAÇÃO À BASE DE EMULSÃO ASFÁLTICA ESTRUTURADA C/ VÉU DE FIBRA DE VIDRO C/ PINTURA DEFLETIVA,M2,150.81
C1459,IMPERMEABLIZAÇÃO C/ APLICAÇÃO DIRETA DE IMPERMEABILIZANTE ESTRUTURAL SEGUIDA DE APLICAÇÃO DE MEMBRANA DE BASE ACRÍLICA,M2,57.16
C1779,"IMPERMEABILIZAÇÃO DE LAJES C/ MANTA ASFÁLTICA PRÉ-FABRICADA, C/ VÉU DE POLIÉSTER",M2,30.35
C1473,IMPERMEABILIZAÇÃO DE RESERVATÓRIOS E PISCINAS ELEVADAS C/ IMPERMEABILIZANTE ESTRUTURAL C/ APLICAÇÃO DE MEMBRANA ELÁSTICA BI-COMPONENTE,M2,29.32
C1475,IMPERMEABILIZAÇÃO DE SUPERFÍCIES INTERNAS DE RESERVATÓRIOS ENTERRADOS,M2,79.21
C1469,IMPERMEABILIZAÇÃO INTERNA E EXTERNA P/RESERVATÓRIO ENTERRADO,M2,83.96
C1460,IMPERMEABILIZAÇÃO INTERNA C/ CIMENTO IMPERMEABILIZANTE ESTRUTURAL,M2,15.96
C1467,IMPERMEABILIZAÇÃO INTERNA DE PISCINAS ENTERRADAS C/CIMENTO IMPERMEABILIZANTE ESTRUTURAL,M2,19.58
C2033,PREPARO DE SUPERFÍCIE INTERNA EM RESERVATÓRIOS A SEREM IMPERMEABILIZADOS,M2,2.91
C0667,CAMADA PROTETORA DE SUPERFÍCIES HORIZONTAIS C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAMENTO TRAÇO 1:5 - ESP.= 1 A 2 cm,M2,34.98
C0668,"CAMADA PROTETORA DE SUPERFÍCIES VERTICAIS C/ PINTURA DE EMULSÃO ASFÁLTICA E ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAMENTO TRAÇO 1:5, ESP.= 1 A 2 cm",M2,42.91
C1461,IMPERMEABILIZAÇÃO DE ÁREAS SUJEITAS À UMIDADE C/ APLICAÇÃO DE DUAS DEMÃOS DE IMPERMEABILIZANTE ESTRUTURAL DILUÍDO C/ ÁGUA E EMULSÃO ADESIVA TRAÇO 12:4:1,M2,11.64
C2188,"REGULARIZAÇÃO DE SUPERFÍCIES HORIZONTAIS E VERTICAIS C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAMENTO, TRAÇO 1:3, ESP.= 6cm P/ APLICAÇÃO DE IMPERMEABILIZAÇÃO",M2,56.24
C2217,"REVESTIMENTO DE SUPERFÍCIE HORIZONTAL OU VERTICAL C/ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAMENTO TRAÇO 1:3, ESP.= 5cm",M2,94
C4723,IMPERMEABILIZAÇÃO À BASE DE ARGAMASSA POLIMÉRICA E RESINA EPOXI(SUPERFÍCIES EM CONTATO DIRETO COM ÁGUA RESIDUÁRIAS OU CONTATO COM GASES                                                                                                                                                  ,M2,47.94
C4722,"IMPERMEABILIZAÇÃO À BASE DE ARGAMASSA POLIMÉRICA, RESINA TERMOPLÁSTICA E TELA DE POLIESTER MALHA 2X2MM (SUPERFÍCIE EM CONTATO DIRETO COM A ÁGUA)",M2,36.14
C4724,IMPERMEABILIZAÇÃO À BASE DE ARGAMASSA POLIMÉRICA (LAJE DE RESERVATÓRIO SOB AÇÃO DE GASES),M2,8.3
C2841,"IMPERMEABILIZAÇÃO C/ ARGAMASSA DE  CIMENTO E AREIA 1:3 ADITIVADA, ESP.= 2.50cm",M2,38.44
C2842,"IMPERMEABILIZAÇÃO C/ CIMENTO CRISTALIZANTE, BASE ACRÍLICA",M2,57.38
C2843,IMPERMEABILIZAÇÃO C/ EMULSÃO ASFÁLTICA CONSUMO 2kg/m²,M2,31.79
C3444,IMPERMEABILIZAÇÃO C/ SIKA E IGOL P/ CX. D´ÁGUA,M2,56.93
C4021,"IMPERMEABILIZAÇÃO DE ACABAMENTO C/ HEYDICRYL PLUS, COR BRANCA, CONSUMO 3,0 KG/M2, REFORÇADA C/ TELA",M2,16.43
C5013,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACE EXPOSTA EM ALUMÍNIO, TIPO II, E=3MM
",M2,61.23
C5014,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACE EXPOSTA EM ALUMÍNIO, TIPO II, E=4MM
",M2,71.19
C5015,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACE EXPOSTA EM ALUMÍNIO, TIPO III, E=3MM
",M2,65.1
C5016,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACE EXPOSTA EM ALUMÍNIO, TIPO III, E=4MM
",M2,76.1
C5017,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO II, E=3MM",M2,56.99
C5018,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO II, E=4MM",M2,64.92
C5019,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO III, E=3MM",M2,61.11
C5020,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO III, E=4MM",M2,68.92
C5021,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO IV, E=3MM",M2,66.65
C5022,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, ESTRUTURADA COM POLIESTER NÃO TECIDO, FACES EM POLIETILENO, TIPO IV, E=4MM",M2,77.39
C5023,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, EM DUAS CAMADAS TIPO II, E=3MM E E=4MM",M2,118.81
C5024,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, EM DUAS CAMADAS, TIPO II DE E=3MM E TIPO III DE E=4MM",M2,122.81
C5029,"IMPERMEABILIZAÇÃO COM MANTA ASFÁLTICA, CLASSE B, EM DUAS CAMADAS TIPO III, E=3MM E E=4MM",M2,126.93
C5025,"PROTEÇÃO MECÂNICA, COM ARGAMASSA DE CIMENTO E AREIA TRAÇO 1:4, E=2CM",M2,29.31
C5026,"PROTEÇÃO MECÂNICA, COM CAMADA SEPARADORA DE FILME DE POLIETILENO, COM ARGAMASSA DE CIMENTO E AREIA TRAÇO 1:4, E=2CM",M2,30.9
C1505,ISOLAMENTO TÉRMICO C/PAINEL DE FIBRA DE VIDRO FLEXÍVEL ESP.=50mm FIXADO COM ADESIVO HIDRO-ASFÁLTICO,M2,46.79
C1503,ISOLAMENTO TÉRMICO C/PAINEL DE FIBRA DE VIDRO RÍGIDO ESP.= 25mm FIXADO COM ASFALTO OXIDADO (MODIFICADO),M2,96.27
C1506,ISOLAMENTO TÉRMICO C/PAINEL DE FIBRA DE VIDRO SEMI-RÍGIDO ESP.= 50mm FIXADO C/ARAME E TELA,M2,56.77
C1504,ISOLAMENTO TÉRMICO C/TIJOLO CERÂMICO FURADO (30X20X10)cm,M2,98.72
C1500,ISOLAMENTO TÉRMICO C/ARGILA EXPANDIDA AGLOMERADA ESP.= 20cm,M2,88.5
C1508,ISOLAMENTO TÉRMICO C/LAJOTAS PRE-MOLDADAS DE CONCRETO,M2,84.62
C1510,"ISOLAMENTO TÉRMICO C/PEDRA BRITADA SOLTA ESP.= 25cm, SOBRE ARGAMASA DE PROTEÇÃO P/IMPERMEABILIZAÇÃO",M2,33.43
C1511,ISOLAMENTO TÉRMICO C/PLACAS DE CONCRETO CELULAR ESP.= 5cm,M2,80.67
C1512,ISOLAMENTO TÉRMICO C/PLACAS DE POLIESTIRENO EXPANDIDO ESP.= 5cm,M2,30.15
C1513,ISOLAMENTO TÉRMICO C/VERMICULITA AGLOMERADA C/CIMENTO E AREIA ESP.= 15cm,M2,180.8
C3717,"ISOLAMENTO TÉRMICO COM POLIESTIRENO EXPANDIDO (ISOPOR) EM TUBO DE AÇO PRETO  DE 2""",M,49.04
C3718,"ISOLAMENTO TÉRMICO COM POLIESTIRENO EXPANDIDO (ISOPOR) EM TUBO DE AÇO PRETO  DE 2 1/2""",M,68.14
C0776,CHAPISCO C/ ARGAMASSA DE CIMENTO E AREIA S/PENEIRAR TRAÇO 1:3  ESP.= 5mm P/ PAREDE,M2,6.66
C0777,CHAPISCO C/ ARGAMASSA DE CIMENTO E PEDRISCO TRAÇO 1:4  ESP.= 7mm P/ PAREDE,M2,10.88
C1220,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:3",M2,34.7
C1221,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:4",M2,33.34
C1226,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:5",M2,32.52
C3245,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:6",M2,31.98
C3246,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:7",M2,31.59
C1211,"EMBOÇO C/ ARGAMASSA DE CIMENTO, ARENOSO E AREIA S/PENEIRAR TRAÇO 1:7:3  ESP.= 20mm P/ PAREDE",M2,31.9
C3023,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:3",M2,42.39
C3029,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:4",M2,41.04
C3080,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:5",M2,40.22
C3120,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:6",M2,39.67
C3122,"EMBOÇO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:7",M2,39.28
C1212,"EMBOÇO C/ ARGAMASSA MISTA DE CIMENTO, CAL EM PASTA E AREIA S/PENEIRAR TRAÇO 1:1.5:9  ESP.= 20mm P/ PAREDE",M2,33.64
C1213,"EMBOÇO C/ ARGAMASSA MISTA DE CIMENTO, CAL HIDRATADA E AREIA S/PENEIRAR TRAÇO 1:2:9  ESP.= 20mm P/ PAREDE",M2,34.63
C1238,"ENCHIMENTO DE RASGO C/ARGAMASSA DIAM.= 15 A 25mm (1/2"" A 1"")",M,5.24
C1239,"ENCHIMENTO DE RASGO C/ARGAMASSA DIAM.= 32 A 50mm (1 1/4"" A 2"")",M,7.35
C1240,"ENCHIMENTO DE RASGO C/ARGAMASSA DIAM.= 65 A100mm  (2 1/2"" A 4"")",M,11.69
C1245,ENTELAMENTO CORRETIVO DE SUPERFÍCIE C/TRINCA P/RETRAÇÃO OU DILATAÇÃO TELA LARG.=15cm REF. CENT.LARG.=5cm,M,19.78
C1247,ENTELAMENTO PREVENTIVO DE SUPERFÍCIE SUJEITA A TRINCAS P/RETRAÇÃO OU DILATAÇÃO TELA LARG.= 25cm,M,6.94
C3545,MUTIRÃO MISTO - CHAPISCO C/ARGAMASSA DE CIMENTO E PEDRISCO TRAÇO 1:4  ESP.=7mm P/PAREDE,M2,6.5
C3546,MUTIRÃO MISTO - REBOCO C/ ARGAMASSA DE CAL TRAÇO 1:4 P/PAREDE,M2,15.24
C4831,REBOCO ACÚSTICO C/VERMICULITA AGLOMERADA C/CIMENTO E AREIA ESP=25MM,M2,99.7
C2110,REBOCO C/ACABAMENTO.LISO.C/ARGAMASSA DE CIMENTO E AREIA PENEIRADA E ADITIVO IMPERMEABILIZANTE TRAÇO 1:1.5 ESP=5 mm,M2,38.62
C2121,REBOCO C/ARGAMASSA DE CAL EM PASTA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE,M2,24.42
C2122,REBOCO C/ARGAMASSA DE CAL EM PASTA E AREIA PENEIRADA TRAÇO 1:4  ESP=5 mm P/PAREDE,M2,24.05
C2123,REBOCO C/ARGAMASSA DE CAL HIDRATADA E AREIA PENEIRADA TRAÇO 1:3  ESP=5 mm P/PAREDE,M2,24.48
C3408,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:3",M2,37.33
C3409,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:4",M2,35.63
C3124,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:5",M2,34.61
C3407,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:6",M2,33.92
C3162,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA S/ PENEIRAR, TRAÇO 1:7",M2,33.43
C3028,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:3",M2,46.95
C3037,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:4",M2,45.25
C3087,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:5",M2,44.23
C3121,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:6",M2,43.54
C3123,"REBOCO C/ ARGAMASSA DE CIMENTO E AREIA PENEIRADA, TRAÇO 1:7",M2,43.05
C2126,REBOCO C/ARGAMASSA PRÉ-FABRICADA ESP=5 mm P/ PAREDE,M2,24.68
C4002,REBOCO C/ ARGAMASSA PRÉ-FABRICADA ESP=20 mm P/ PAREDE,M2,40.22
C2108,"REBOCO C/ARGAMASSA PRÉ-FABRICADA,  ADESIVO DE ALTA RESISTÊNCIA P/TINTA EPÓXI ESP= 5mm P/PAREDE",M2,26.92
C2127,REBOCO COM BARITA ESP.=1CM,M2,87.38
C4510,REBOCO DE GESSO SOBRE BLOCO DE CONCRETO E/OU TIJOLO CERÂMICO - FORNECIMENTO E EXECUÇÃO,M2,17
C4509,REBOCO DE GESSO SOBRE GESSO E/OU EMBOÇO - FORNECIMENTO E EXECUÇÃO,M2,13.24
C2205,RETIRADA DE AZULEJOS DAS CAIXAS E IMERSÃO EM ÁGUA,M2,0.26
C0007,ACABAMENTO INTERNO E EXTERNO EM PAREDE DE CONCRETO C/CIMENTO  ESP= 2 mm,M2,13.12
C0334,"AZULEJOS JUNTA A PRUMO C/ARGAMASSA MISTA CIMENTO,  CAL HIDRATADA .E AREIA TRAÇO 1:2:8",M2,116.08
C0335,AZULEJOS JUNTA A PRUMO C/ARGAMASSA DE CAL EM PASTA E AREIA TRAÇO 1:3.C/100KG DE CIMENTO,M2,114.06
C0336,AZULEJOS JUNTA À PRUMO C/CIMENTO COLANTE,M2,52.95
C0337,AZULEJOS JUNTA À PRUMO C/COLA A BASE DE PVA,M2,63.99
C0338,"AZULEJOS JUNTA AMARRADA C/ARGAMASSA MISTA CIMENTO, CAL HIDRATADA E AREIA TRAÇO 1:2:8",M2,106.81
C0339,AZULEJOS JUNTA AMARRADA C/ARGAMASSA DE CAL VIRGEM E AREIA TRAÇO 1:3.C/100Kg DE CIMENTO,M2,104.53
C0340,AZULEJOS JUNTA AMARRADA C/CIMENTO COLANTE,M2,50.87
C0341,AZULEJOS JUNTA AMARRADA C/COLA À BASE DE PVA,M2,61.67
C0342,AZULEJOS JUNTA DIAGONAL C/ARGAMASSA DE CAL EM PASTA E AREIA TRAÇO 1:3 C/100KG DE CIMENTO,M2,136.97
C0343,"AZULEJOS JUNTA DIAGONAL C/ARGAMASSA MISTA CIMENTO, CAL HIDRATADA E AREIA TRAÇO 1:2:8",M2,139.25
C0344,AZULEJOS JUNTA DIAGONAL C/CIMENTO COLANTE,M2,57.12
C0345,AZULEJOS JUNTA DIAGONAL C/COLA A BASE DE PVA,M2,69.78
C0674,CANTONEIRA DE ALUMÍNIO P/ AZULEJOS,M,24.53
C4832,"CANTONEIRA DE ALUMÍNIO 1 1/4"" X 1 1/4""",M,33.5
C4431,CERÂMICA ESMALTADA C/ ARG. CIMENTO E AREIA ATÉ 10x10cm (100 cm²) - DECORATIVA P/ PAREDE,M2,109.13
